entity,coupled,degree,average-revs
plugins/permission-node/src/integration/createConditionExports.ts,plugins/permission-node/src/integration/createConditionFactory.ts,66,9
packages/ui/src/components/Header/index.tsx,packages/ui/src/components/Header/types.ts,66,9
plugins/catalog-react/src/apis/StarredEntitiesApi/DefaultStarredEntitiesApi.ts,plugins/catalog-react/src/apis/StarredEntitiesApi/StarredEntitiesApi.ts,66,9
packages/cli/src/lib/create/factories/backendPlugin.ts,packages/cli/src/lib/create/factories/frontendPlugin.ts,66,9
packages/backend-defaults/src/entrypoints/auth/authServiceFactory.ts,packages/backend-defaults/src/entrypoints/auth/index.ts,66,9
plugins/events-backend-module-kafka/src/publisher/KafkaConsumingEventPublisher.ts,plugins/events-backend-module-kafka/src/publisher/config.ts,66,8
packages/cli/src/lib/role/packageRoles.ts,packages/cli/src/lib/role/types.ts,66,8
plugins/catalog-react/src/components/InspectEntityDialog/InspectEntityDialog.tsx,plugins/catalog-react/src/components/InspectEntityDialog/components/ColocatedPage.tsx,66,8
plugins/catalog-backend/src/next/CatalogProcessingOrchestratorImpl.ts,plugins/catalog-backend/src/next/ProcessingStateManagerImpl.ts,66,8
plugins/cicd-statistics/src/charts/status-chart.tsx,plugins/cicd-statistics/src/components/chart-filters.tsx,66,8
plugins/incremental-ingestion-backend/src/routes.ts,plugins/incremental-ingestion-backend/src/service/IncrementalCatalogBuilder.ts,66,8
packages/core-api/src/apis/definitions/FeatureFlagsApi.ts,packages/core-api/src/app/FeatureFlags.tsx,66,8
packages/backend-plugin-api/src/services/definitions/ActionsRegistryService.ts,packages/backend-plugin-api/src/services/definitions/ActionsService.ts,66,8
packages/cli/src/lib/new/collection/collectTemplateParams.ts,packages/cli/src/lib/new/execution/utils.ts,66,8
plugins/scaffolder/src/components/fields/EntityNamePicker/schema.ts,plugins/scaffolder/src/components/fields/RepoUrlPicker/schema.ts,66,8
plugins/kubernetes-backend/src/kubernetes-auth-translator/NoopKubernetesAuthTranslator.ts,plugins/kubernetes-backend/src/kubernetes-auth-translator/OidcKubernetesAuthTranslator.ts,66,8
plugins/dynatrace/src/api/DynatraceClient.ts,plugins/dynatrace/src/components/DynatraceTab/DynatraceTab.tsx,66,8
plugins/cicd-statistics/src/charts/stage-chart.tsx,plugins/cicd-statistics/src/components/chart-filters.tsx,66,8
plugins/catalog-react/src/components/UserListPicker/useAllEntitiesCount.ts,plugins/catalog-react/src/components/UserListPicker/useStarredEntitiesCount.ts,66,8
packages/cli/src/commands/admin/auth/github/index.ts,packages/cli/src/commands/admin/auth/github/oauth.ts,66,8
plugins/kubernetes-backend/src/auth/AwsIamStrategy.ts,plugins/kubernetes-backend/src/auth/DispatchStrategy.ts,66,8
plugins/dynatrace/src/api/DynatraceClient.ts,plugins/dynatrace/src/plugin.ts,66,8
plugins/scaffolder/src/next/TemplateEditorPage/TemplateEditor.tsx,plugins/scaffolder/src/next/TemplateEditorPage/TemplateEditorBrowser.tsx,66,8
packages/docgen/src/docgen/GitHubMarkdownPrinter.ts,packages/docgen/src/docgen/types.ts,66,8
packages/frontend-plugin-api/src/apis/system/ApiRef.ts,packages/frontend-plugin-api/src/apis/system/types.ts,66,8
plugins/notifications-backend/src/database/NotificationsStore.ts,plugins/notifications/src/api/NotificationsApi.ts,64,17
packages/backend-app-api/src/services/implementations/httpAuth/httpAuthServiceFactory.ts,packages/backend-plugin-api/src/services/definitions/HttpAuthService.ts,64,16
plugins/bazaar/src/api.ts,plugins/bazaar/src/components/EntityBazaarInfoCard/EntityBazaarInfoCard.tsx,64,16
packages/ui/src/hooks/useDefinition/types.ts,packages/ui/src/hooks/useDefinition/useDefinition.tsx,64,16
plugins/catalog-backend/src/ingestion/processors/BitbucketDiscoveryProcessor.ts,plugins/catalog-backend/src/ingestion/processors/bitbucket/client.ts,64,14
plugins/events-backend/src/service/hub/MemoryEventBusStore.ts,plugins/events-backend/src/service/hub/types.ts,64,13
plugins/catalog/src/components/DependsOnResourcesCard/DependsOnResourcesCard.tsx,plugins/catalog/src/components/HasResourcesCard/HasResourcesCard.tsx,64,13
packages/integration/src/gerrit/core.ts,packages/integration/src/gerrit/index.ts,64,13
plugins/catalog/src/components/DependsOnComponentsCard/DependsOnComponentsCard.tsx,plugins/catalog/src/components/HasResourcesCard/HasResourcesCard.tsx,64,13
plugins/catalog-node/src/catalogService.ts,plugins/catalog-node/src/testUtils/types.ts,63,11
plugins/incremental-ingestion-backend/src/service/IncrementalCatalogBuilder.ts,plugins/incremental-ingestion-backend/src/types.ts,63,11
packages/core-api/src/plugin/Plugin.tsx,packages/core-api/src/plugin/types.ts,63,11
packages/core-api/src/apis/definitions/StorageApi.ts,packages/core-api/src/apis/implementations/StorageApi/WebStorage.ts,63,11
packages/core-app-api/src/apis/implementations/auth/github/GithubAuth.ts,packages/core-app-api/src/apis/implementations/auth/saml/SamlAuth.ts,63,11
plugins/cicd-statistics/src/charts/status-chart.tsx,plugins/cicd-statistics/src/entity-page.tsx,63,10
packages/cli/src/commands/plugin/export.ts,packages/config-loader/src/lib/resolver.ts,63,10
packages/ui/src/components/Toast/Toast.tsx,packages/ui/src/components/Toast/ToastQueue.ts,63,10
plugins/github-release-manager/src/cards/createRc/sideEffects/createRc.ts,plugins/github-release-manager/src/cards/patchRc/sideEffects/patch.ts,63,10
plugins/catalog-backend/src/ingestion/processors/FileReaderProcessor.ts,plugins/catalog-backend/src/ingestion/processors/YamlProcessor.ts,63,10
packages/ui/src/components/Header/types.ts,packages/ui/src/components/HeaderPage/types.ts,63,10
plugins/cicd-statistics/src/charts/stage-chart.tsx,plugins/cicd-statistics/src/entity-page.tsx,63,10
plugins/catalog-react/src/components/InspectEntityDialog/components/ColocatedPage.tsx,plugins/catalog-react/src/components/InspectEntityDialog/components/OverviewPage.tsx,63,10
plugins/catalog-react/src/components/UserListPicker/useAllEntitiesCount.ts,plugins/catalog-react/src/components/UserListPicker/useOwnedEntitiesCount.ts,63,10
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/create-github-app/index.ts,63,10
packages/cli/src/modules/migrate/index.ts,packages/cli/src/modules/translations/index.ts,63,10
packages/canon/src/components/Inline/types.ts,packages/canon/src/components/Stack/types.ts,63,10
plugins/catalog-react/src/alpha/predicates/evaluateEntityPredicate.ts,plugins/catalog-react/src/alpha/predicates/types.ts,63,10
plugins/bazaar/src/components/InputField/InputField.tsx,plugins/bazaar/src/types.ts,63,10
plugins/signals-backend/src/service/standaloneServer.ts,plugins/signals-node/src/DefaultSignalService.ts,63,10
packages/ui/src/components/Card/Card.tsx,packages/ui/src/components/Card/types.ts,63,10
plugins/sonarqube/dev/index.tsx,plugins/sonarqube/src/plugin.ts,63,10
packages/backend-plugin-api/src/alpha/index.ts,packages/backend-plugin-api/src/alpha/refs.ts,63,10
packages/theme/src/themes.ts,packages/theme/src/types.ts,62,54
plugins/scaffolder-backend/src/scaffolder/stages/prepare/github.ts,plugins/scaffolder-backend/src/scaffolder/stages/prepare/gitlab.ts,62,27
packages/core-api/src/routing/RouteRef.ts,packages/core-api/src/routing/types.ts,62,26
plugins/catalog-backend-module-incremental-ingestion/src/engine/IncrementalIngestionEngine.ts,plugins/catalog-backend-module-incremental-ingestion/src/types.ts,62,26
plugins/search-react/src/components/DefaultResultListItem/DefaultResultListItem.tsx,plugins/techdocs/src/search/components/TechDocsSearchResultListItem.tsx,62,16
packages/canon/src/components/Text/Text.tsx,packages/canon/src/components/Text/types.ts,62,16
plugins/scaffolder/src/components/fields/OwnedEntityPicker/schema.ts,plugins/scaffolder/src/components/fields/RepoUrlPicker/schema.ts,62,8
packages/config-loader/src/lib/transform/include.ts,packages/config-loader/src/lib/transform/types.ts,62,8
plugins/kubernetes-backend/src/auth/AzureIdentityStrategy.ts,plugins/kubernetes-backend/src/auth/types.ts,62,8
plugins/catalog-import/src/components/StepFinishImportLocation/StepFinishImportLocation.tsx,plugins/catalog-import/src/components/useImportState.ts,62,8
plugins/openapi-router-common/src/router.ts,plugins/openapi-router-common/src/types/response.ts,62,8
plugins/catalog-react/src/components/InspectEntityDialog/components/AncestryPage.tsx,plugins/catalog-react/src/components/InspectEntityDialog/components/JsonPage.tsx,62,8
plugins/circleci/src/components/Layout/Layout.tsx,plugins/circleci/src/pages/DetailedViewPage/lib/ActionOutput/ActionOutput.tsx,62,8
plugins/circleci/src/state/useBuildWithSteps.ts,plugins/circleci/src/state/useSettings.ts,62,8
plugins/circleci/src/components/Layout/Layout.tsx,plugins/circleci/src/state/models/buildWithSteps.ts,62,8
plugins/incremental-ingestion-backend/src/database/migrations.ts,plugins/incremental-ingestion-backend/src/service/IncrementalCatalogBuilder.ts,62,8
plugins/scaffolder/src/next/TemplateEditorPage/CustomFieldExplorer.tsx,plugins/scaffolder/src/next/TemplateEditorPage/TemplateFormPreviewer.tsx,62,8
packages/core-app-api/src/apis/implementations/OAuthRequestApi/OAuthRequestManager.ts,packages/core-plugin-api/src/apis/definitions/OAuthRequestApi.ts,62,8
plugins/signals-node/src/DefaultSignalService.ts,plugins/signals-react/src/api/SignalApi.ts,62,8
plugins/github-release-manager/src/cards/patchRc/sideEffects/patch.ts,plugins/github-release-manager/src/cards/promoteRc/sideEffects/promoteRc.ts,62,8
plugins/kubernetes-backend/src/kubernetes-auth-translator/GoogleKubernetesAuthTranslator.ts,plugins/kubernetes-backend/src/kubernetes-auth-translator/NoopKubernetesAuthTranslator.ts,62,8
packages/frontend-plugin-api/src/extensions/createNavLogoExtension.tsx,packages/frontend-plugin-api/src/extensions/createThemeExtension.ts,62,8
plugins/user-settings/src/components/General/UserSettingsGeneral.tsx,plugins/user-settings/src/components/General/UserSettingsProfileCard.tsx,62,8
packages/core-components/src/layout/SignInPage/auth0Provider.tsx,packages/core-components/src/layout/SignInPage/commonProvider.tsx,62,8
plugins/scaffolder-backend/src/scaffolder/templater/cookiecutter.ts,plugins/scaffolder-backend/src/scaffolder/templater/index.ts,62,8
packages/core-app-api/src/apis/implementations/auth/onelogin/OneLoginAuth.ts,packages/core-app-api/src/apis/implementations/auth/types.ts,62,8
packages/docgen/src/docgen/ApiDocPrinter.ts,packages/docgen/src/generate.ts,62,8
packages/frontend-plugin-api/src/extensions/createThemeExtension.ts,packages/frontend-plugin-api/src/extensions/createTranslationExtension.ts,62,8
packages/cli/src/lib/__testUtils__/createFeatureEnvironment.ts,packages/cli/src/lib/typeDistProject.ts,62,8
packages/core-plugin-api/src/analytics/AnalyticsContext.tsx,packages/core-plugin-api/src/analytics/types.ts,62,8
packages/cli/src/modules/build/commands/package/start/command.ts,packages/cli/src/modules/build/commands/package/start/startPackage.ts,62,8
plugins/github-release-manager/src/cards/patchRc/Patch.tsx,plugins/github-release-manager/src/cards/patchRc/sideEffects/patch.ts,62,8
plugins/catalog/src/api/CatalogClient.ts,plugins/catalog/src/api/types.ts,61,31
packages/frontend-plugin-api/src/index.ts,packages/frontend-plugin-api/src/types.ts,61,21
plugins/api-docs/src/components/ApisCards/HasApisCard.tsx,plugins/api-docs/src/components/ComponentsCards/ProvidingComponentsCard.tsx,61,21
plugins/scaffolder-backend-module-github/src/actions/github.ts,plugins/scaffolder-backend-module-github/src/actions/githubRepoCreate.ts,61,21
plugins/notifications-backend/src/database/NotificationsStore.ts,plugins/notifications/src/api/NotificationsClient.ts,61,20
packages/core-api/src/apis/implementations/auth/github/GithubAuth.ts,packages/core-api/src/apis/implementations/auth/google/GoogleAuth.ts,61,20
packages/config-loader/src/sources/FileConfigSource.ts,packages/config-loader/src/sources/RemoteConfigSource.ts,61,18
packages/catalog-model/src/index.ts,packages/catalog-model/src/types.ts,61,13
plugins/catalog/src/alpha/components/EntityLayout/EntityLayout.tsx,plugins/catalog/src/alpha/components/EntityTabs/EntityTabsList.tsx,61,13
plugins/incremental-ingestion-backend/src/engine/IncrementalIngestionEngine.ts,plugins/incremental-ingestion-backend/src/types.ts,61,13
plugins/git-release-manager/src/features/Patch/Patch.tsx,plugins/git-release-manager/src/features/Patch/PatchBody.tsx,61,13
plugins/notifications/src/components/NotificationsPage/NotificationsPage.tsx,plugins/notifications/src/components/NotificationsTable/NotificationsTable.tsx,60,27
packages/config-loader/src/lib/schema/filtering.ts,packages/config-loader/src/lib/schema/types.ts,60,17
packages/techdocs-common/src/stages/publish/publish.ts,packages/techdocs-common/src/stages/publish/types.ts,60,17
plugins/bazaar-backend/src/service/router.ts,plugins/bazaar/src/api.ts,60,17
plugins/bazaar/src/components/AddProjectDialog/AddProjectDialog.tsx,plugins/bazaar/src/components/SortView/SortView.tsx,60,17
packages/frontend-plugin-api/src/blueprints/PageBlueprint.tsx,packages/frontend-plugin-api/src/components/PageLayout.tsx,60,17
plugins/tech-radar/src/components/RadarEntry/RadarEntry.tsx,plugins/tech-radar/src/components/RadarPlot/RadarPlot.tsx,60,15
packages/frontend-app-api/src/extensions/Core.tsx,packages/frontend-app-api/src/extensions/CoreLayout.tsx,60,15
plugins/scaffolder-backend-module-github/src/actions/githubIssuesLabel.ts,plugins/scaffolder-backend-module-github/src/actions/githubWebhook.ts,60,12
plugins/techdocs/src/reader/components/TechDocsReaderPageContent/context.tsx,plugins/techdocs/src/reader/components/index.ts,60,12
plugins/bazaar/src/components/AddProjectDialog/AddProjectDialog.tsx,plugins/bazaar/src/types.ts,60,12
packages/theme/src/v4/baseTheme.ts,packages/theme/src/v4/types.ts,60,12
plugins/graphiql/src/index.ts,plugins/graphiql/src/plugin.ts,60,12
plugins/scaffolder-backend-module-github/src/actions/githubBranchProtection.ts,plugins/scaffolder-backend-module-github/src/actions/githubPagesEnable.ts,60,12
plugins/circleci/src/pages/BuildsPage/lib/Builds/Builds.tsx,plugins/circleci/src/pages/BuildsPage/lib/CITable/CITable.tsx,60,12
packages/cli/src/lib/packager/config.ts,packages/cli/src/lib/packager/packager.ts,60,12
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/info/index.ts,60,12
plugins/scaffolder-backend-module-github/src/actions/githubActionsDispatch.ts,plugins/scaffolder-backend-module-github/src/actions/githubPagesEnable.ts,60,12
packages/errors/src/errors/CustomErrorBase.ts,packages/errors/src/errors/common.ts,60,12
plugins/catalog-unprocessed-entities/src/alpha/plugin.tsx,plugins/notifications/src/alpha.tsx,60,12
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/maintenance/index.ts,60,10
plugins/scaffolder-backend/src/scaffolder/actions/builtin/filesystem/delete.ts,plugins/scaffolder-backend/src/scaffolder/actions/builtin/filesystem/rename.ts,60,10
plugins/azure-devops/src/constants.ts,plugins/azure-devops/src/hooks/useProjectRepoFromEntity.ts,60,10
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/new/index.ts,60,10
plugins/catalog-node/src/testUtils/catalogServiceMock.ts,plugins/catalog-node/src/testUtils/types.ts,60,10
plugins/catalog/src/components/DependencyOfComponentsCard/DependencyOfComponentsCard.tsx,plugins/catalog/src/components/DependsOnComponentsCard/DependsOnComponentsCard.tsx,60,10
packages/cli/src/modules/create-github-app/index.ts,packages/cli/src/modules/info/index.ts,60,10
plugins/circleci/src/components/PluginHeader/PluginHeader.tsx,plugins/circleci/src/pages/BuildsPage/lib/CITable/CITable.tsx,60,10
plugins/incremental-ingestion-backend/src/database/IncrementalIngestionDatabaseManager.ts,plugins/incremental-ingestion-backend/src/service/IncrementalCatalogBuilder.ts,60,10
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/test/index.ts,60,10
plugins/catalog-react/src/alpha/predicates/createEntityPredicateSchema.ts,plugins/catalog-react/src/alpha/predicates/evaluateEntityPredicate.ts,60,10
plugins/notifications/src/alpha.tsx,plugins/signals/src/alpha.tsx,60,10
packages/ui/src/components/Grid/Grid.tsx,packages/ui/src/components/Grid/types.ts,60,10
plugins/notifications-backend/src/plugin.ts,plugins/notifications-node/src/lib.ts,60,10
plugins/scaffolder-backend-module-github/src/actions/githubIssuesLabel.ts,plugins/scaffolder-backend-module-github/src/actions/githubRepoPush.ts,60,10
plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectAccessTokenAction.ts,plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectVariableAction.ts,60,10
plugins/pagerduty/src/components/Escalation.tsx,plugins/pagerduty/src/components/PagerDutyServiceCard.tsx,60,10
plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectAccessTokenAction.ts,plugins/scaffolder-backend-module-gitlab/src/actions/createGitlabProjectDeployTokenAction.ts,60,10
packages/ui/src/components/Box/Box.tsx,packages/ui/src/components/Box/types.ts,60,10
plugins/cicd-statistics/src/components/chart-filters.tsx,plugins/cicd-statistics/src/entity-page.tsx,60,10
plugins/signals-node/src/DefaultSignalService.ts,plugins/signals-node/src/SignalService.ts,60,10
packages/config-loader/src/lib/reader.ts,packages/config-loader/src/lib/types.ts,60,10
plugins/cloudbuild/src/api/CloudbuildApi.ts,plugins/cloudbuild/src/api/CloudbuildClient.ts,60,10
plugins/github-pull-requests-board/src/components/Card/CardHeader.tsx,plugins/github-pull-requests-board/src/components/PullRequestCard/PullRequestCard.tsx,60,10
plugins/user-settings/src/components/General/UserSettingsAppearanceCard.tsx,plugins/user-settings/src/components/General/UserSettingsProfileCard.tsx,60,10
packages/ui/src/components/Card/Card.tsx,packages/ui/src/components/Card/definition.ts,60,10
plugins/scaffolder-backend-module-github/src/actions/githubBranchProtection.ts,plugins/scaffolder-backend-module-github/src/actions/githubIssuesLabel.ts,60,10
plugins/auth-backend/src/service/OidcRouter.ts,plugins/auth-backend/src/service/OidcService.ts,59,22
plugins/scaffolder-backend-module-github/src/actions/github.ts,plugins/scaffolder-backend-module-github/src/actions/helpers.ts,59,22
plugins/todo-backend/src/service/router.ts,plugins/todo-backend/src/service/types.ts,59,14
packages/ui/src/components/Header/HeaderToolbar.tsx,packages/ui/src/components/HeaderPage/HeaderPage.tsx,59,14
plugins/gcp-projects/src/components/NewProjectPage/NewProjectPage.tsx,plugins/gcp-projects/src/components/ProjectListPage/ProjectListPage.tsx,59,14
plugins/auth-backend/src/providers/oauth2/provider.ts,plugins/auth-backend/src/providers/okta/provider.ts,58,55
plugins/auth-backend/src/providers/gitlab/provider.ts,plugins/auth-backend/src/providers/oauth2/provider.ts,58,50
plugins/scaffolder-backend/src/scaffolder/actions/builtin/publish/azure.ts,plugins/scaffolder-backend/src/scaffolder/actions/builtin/publish/bitbucket.ts,58,33
packages/cli/src/commands/app/build.ts,packages/cli/src/commands/plugin/serve.ts,58,26
packages/backend-tasks/src/tasks/index.ts,packages/backend-tasks/src/tasks/types.ts,58,21
packages/backend-plugin-api/src/wiring/index.ts,packages/backend-plugin-api/src/wiring/types.ts,58,21
plugins/bazaar/src/components/EntityBazaarInfoCard/EntityBazaarInfoCard.tsx,plugins/bazaar/src/components/SortView/SortView.tsx,58,17
plugins/scaffolder-backend/src/scaffolder/stages/publish/azure.ts,plugins/scaffolder-backend/src/scaffolder/stages/publish/gitlab.ts,58,17
packages/ui/src/components/Table/components/Table.tsx,packages/ui/src/components/Table/types.ts,58,17
plugins/github-release-manager/src/cards/createRc/CreateRc.tsx,plugins/github-release-manager/src/cards/patchRc/sideEffects/patch.ts,58,12
plugins/scaffolder/src/components/fields/EntityPicker/schema.ts,plugins/scaffolder/src/components/fields/OwnerPicker/schema.ts,58,12
plugins/explore/src/components/DomainCard/DomainCard.tsx,plugins/explore/src/components/DomainCard/index.ts,58,12
plugins/azure-devops/src/hooks/useProjectRepoFromEntity.ts,plugins/azure-devops/src/hooks/useRepoBuilds.ts,58,12
plugins/scaffolder-backend-module-github/src/actions/githubDeployKey.ts,plugins/scaffolder-backend-module-github/src/actions/githubWebhook.ts,58,12
plugins/scaffolder-backend-module-github/src/actions/githubAutolinks.ts,plugins/scaffolder-backend-module-github/src/actions/githubWebhook.ts,58,12
plugins/scaffolder-backend-module-github/src/actions/githubBranchProtection.ts,plugins/scaffolder-backend-module-github/src/actions/githubRepoPush.ts,58,12
plugins/kubernetes/src/kubernetes-auth-provider/GoogleKubernetesAuthProvider.ts,plugins/kubernetes/src/kubernetes-auth-provider/KubernetesAuthProviders.ts,58,12
packages/ui/src/components/Link/Link.tsx,packages/ui/src/components/Link/types.ts,58,9
plugins/azure-devops-backend/src/api/index.ts,plugins/azure-devops-backend/src/api/types.ts,58,9
packages/cli/src/commands/watch-deps/index.ts,packages/cli/src/commands/watch-deps/packages.ts,58,9
plugins/techdocs-backend/src/techdocs/stages/prepare/dir.ts,plugins/techdocs-backend/src/techdocs/stages/prepare/index.ts,58,9
plugins/cicd-statistics/src/components/button-switch.tsx,plugins/cicd-statistics/src/entity-page.tsx,58,9
packages/ui/src/components/Toast/ToastQueue.ts,packages/ui/src/components/Toast/ToastRegion.tsx,58,9
plugins/splunk-on-call/src/components/Escalation/EscalationPolicy.tsx,plugins/splunk-on-call/src/components/Incident/Incidents.tsx,58,9
plugins/kubernetes-node/src/extensions.ts,plugins/kubernetes-node/src/index.ts,58,9
packages/frontend-plugin-api/src/extensions/createSignInPageExtension.tsx,packages/frontend-plugin-api/src/extensions/createTranslationExtension.ts,58,9
plugins/kubernetes-backend/src/auth/GoogleStrategy.ts,plugins/kubernetes-backend/src/auth/types.ts,58,9
plugins/kubernetes-backend/src/kubernetes-auth-translator/GoogleKubernetesAuthTranslator.ts,plugins/kubernetes-backend/src/kubernetes-auth-translator/GoogleServiceAccountAuthProvider.ts,58,9
packages/backend/src/plugins/notifications.ts,plugins/notifications-node/src/service/NotificationService.ts,58,9
packages/backend/src/plugins/signals.ts,plugins/signals-backend/src/service/standaloneServer.ts,58,9
plugins/scaffolder-backend/src/scaffolder/actions/builtin/publish/bitbucketCloud.ts,plugins/scaffolder-backend/src/scaffolder/actions/builtin/publish/bitbucketServer.ts,58,9
packages/ui/src/components/ButtonLink/definition.ts,packages/ui/src/components/Card/definition.ts,58,9
plugins/bazaar/src/components/BazaarOverviewCard/BazaarOverviewCard.tsx,plugins/bazaar/src/components/ProjectPreview/ProjectPreview.tsx,58,9
plugins/pagerduty/src/components/PagerdutyCard.tsx,plugins/pagerduty/src/components/types.tsx,58,9
plugins/kubernetes-backend/src/auth/OidcStrategy.ts,plugins/kubernetes-backend/src/auth/types.ts,58,9
packages/core-app-api/src/apis/implementations/auth/types.ts,packages/core-components/src/components/OAuthRequestDialog/OAuthRequestDialog.tsx,58,9
plugins/kubernetes-backend/src/auth/AksStrategy.ts,plugins/kubernetes-backend/src/auth/types.ts,58,9
packages/core-api/src/apis/definitions/IdentityApi.ts,packages/core-api/src/app/AppIdentity.ts,58,9
plugins/kubernetes-backend/src/auth/DispatchStrategy.ts,plugins/kubernetes-backend/src/auth/GoogleServiceAccountStrategy.ts,58,9
plugins/catalog-backend/src/next/CatalogProcessingOrchestratorImpl.ts,plugins/catalog-backend/src/next/database/ProcessingDatabaseImpl.ts,58,9
plugins/scaffolder/src/components/fields/OwnerPicker/schema.ts,plugins/scaffolder/src/components/fields/RepoUrlPicker/schema.ts,58,9
plugins/auth-backend/src/setupTests.ts,plugins/catalog-backend/src/setupTests.ts,58,9
plugins/dynatrace/src/components/Problems/ProblemsList/ProblemsList.tsx,plugins/dynatrace/src/components/Problems/ProblemsTable/ProblemsTable.tsx,58,9
packages/ui/src/components/PasswordField/PasswordField.tsx,packages/ui/src/components/PasswordField/types.ts,58,9
packages/ui/src/components/RangeSlider/RangeSlider.tsx,packages/ui/src/components/RangeSlider/types.ts,58,9
packages/frontend-app-api/src/wiring/graph/buildAppGraph.ts,packages/frontend-app-api/src/wiring/graph/types.ts,58,9
packages/catalog-client/src/CatalogClient.ts,packages/catalog-client/src/types/api.ts,57,91
plugins/auth-backend/src/providers/auth0/provider.ts,plugins/auth-backend/src/providers/oauth2/provider.ts,57,46
plugins/git-release-manager/src/api/GitReleaseApiClient.ts,plugins/git-release-manager/src/features/Patch/hooks/usePatch.ts,57,30
plugins/catalog-react/src/components/EntityLifecyclePicker/EntityLifecyclePicker.tsx,plugins/catalog-react/src/components/EntityTagPicker/EntityTagPicker.tsx,57,28
plugins/permission-common/src/types/api.ts,plugins/permission-common/src/types/index.ts,57,25
plugins/home/src/index.ts,plugins/home/src/plugin.ts,57,23
plugins/notifications/src/api/NotificationsApi.ts,plugins/notifications/src/components/NotificationsPage/NotificationsPage.tsx,57,21
plugins/git-release-manager/src/features/CreateReleaseCandidate/hooks/useCreateReleaseCandidate.ts,plugins/git-release-manager/src/features/Patch/hooks/usePatch.ts,57,21
plugins/catalog/src/components/CatalogSearchResultListItem/CatalogSearchResultListItem.tsx,plugins/techdocs/src/search/components/TechDocsSearchResultListItem.tsx,57,21
plugins/tech-radar/src/components/RadarLegend/RadarLegend.tsx,plugins/tech-radar/src/components/RadarPlot/RadarPlot.tsx,57,21
packages/config-loader/src/lib/schema/filtering.ts,packages/config-loader/src/lib/schema/load.ts,57,19
plugins/scaffolder-backend-module-github/src/actions/githubRepoCreate.ts,plugins/scaffolder-backend-module-github/src/actions/helpers.ts,57,19
packages/config-loader/src/lib/schema/compile.ts,packages/config-loader/src/lib/schema/filtering.ts,57,19
plugins/bazaar/src/components/EditProjectDialog/EditProjectDialog.tsx,plugins/bazaar/src/components/SortView/SortView.tsx,57,18
plugins/github-deployments/src/components/GithubDeploymentsCard.tsx,plugins/github-deployments/src/components/GithubDeploymentsTable/GithubDeploymentsTable.tsx,57,18
plugins/register-component/src/components/RegisterComponentForm/RegisterComponentForm.tsx,plugins/register-component/src/components/RegisterComponentPage/RegisterComponentPage.tsx,57,18
packages/frontend-app-api/src/extensions/CoreLayout.tsx,packages/frontend-app-api/src/extensions/CoreNav.tsx,57,14
packages/config-loader/src/index.ts,packages/config-loader/src/lib/schema/index.ts,57,14
packages/cli/src/modules/build/index.ts,packages/cli/src/modules/maintenance/index.ts,57,14
plugins/scaffolder/src/components/fields/EntityNamePicker/EntityNamePicker.tsx,plugins/scaffolder/src/components/fields/EntityTagsPicker/EntityTagsPicker.tsx,57,14
plugins/bazaar/src/components/AddProjectDialog/AddProjectDialog.tsx,plugins/bazaar/src/components/EditProjectDialog/EditProjectDialog.tsx,57,14
packages/cli/src/modules/build/index.ts,packages/cli/src/modules/migrate/index.ts,57,14
plugins/scaffolder-backend-module-github/src/actions/githubDeployKey.ts,plugins/scaffolder-backend-module-github/src/actions/githubRepoPush.ts,57,11
plugins/scaffolder-backend-module-github/src/actions/githubAutolinks.ts,plugins/scaffolder-backend-module-github/src/actions/githubBranchProtection.ts,57,11
plugins/scaffolder-backend-module-gitlab/src/actions/index.ts,plugins/scaffolder-backend-module-gitlab/src/module.ts,57,11
packages/cli/src/modules/info/index.ts,packages/cli/src/modules/test/index.ts,57,11
plugins/catalog-backend/src/permissions/rules/createPropertyRule.ts,plugins/playlist-backend/src/permissions/rules.ts,57,11
plugins/shortcuts/src/api/LocalStoredShortcuts.ts,plugins/shortcuts/src/api/ShortcutApi.ts,57,11
plugins/xcmetrics/src/api/XcmetricsClient.ts,plugins/xcmetrics/src/api/types.ts,57,11
packages/catalog-model/src/kinds/ApiEntityV1alpha1.ts,packages/catalog-model/src/kinds/LocationEntityV1alpha1.ts,57,11
packages/cli/src/commands/build-cache/cache.ts,packages/cli/src/commands/build-cache/options.ts,57,11
packages/cli/src/modules/config/index.ts,packages/cli/src/modules/lint/index.ts,57,11
packages/cli/src/modules/info/index.ts,packages/cli/src/modules/new/index.ts,57,11
plugins/catalog-backend/src/ingestion/processors/GitlabApiReaderProcessor.ts,plugins/catalog-backend/src/ingestion/processors/GitlabReaderProcessor.ts,57,11
plugins/todo/src/api/TodoClient.ts,plugins/todo/src/api/types.ts,57,11
plugins/catalog-backend/src/modules/core/FileReaderProcessor.ts,plugins/catalog-backend/src/modules/core/PlaceholderProcessor.ts,57,11
